,Lactobacillus,Streptococcus,Anaerococcus,Peptoniphilus,Prevotella,Finegoldia,Campylobacter,Peptostreptococcus,Bacteroides,Dialister,Escherichia-Shigella,Porphyromonas,Actinotignum,Holdemanella,Ezakiella,Actinomyces,Flavobacterium,Corynebacterium,Mobiluncus,Limosilactobacillus,Murdochiella,Facklamia,Faecalibacterium,Staphylococcus,Bacillus,Limnohabitans,Fluviicola,Catenibacterium,Clostridium sensu stricto 1,Cutibacterium,Stenotrophomonas,Ureaplasma,Aerococcus,Atopobium,Gardnerella,Prevotella_7,Tabrizicola,Fenollaria,Fusobacterium,W5053,Gemella,Ligilactobacillus,Prevotella_9,Blautia,UCG-002,UCG-005,Mitsuokella,Coprococcus,[Eubacterium] hallii group,Veillonella,Haemophilus,Enterococcus,Micrococcus,Varibaculum,Levilactobacillus,Paracoccus,Subdoligranulum,Alistipes,Acidovorax,Erysipelotrichaceae UCG-003,[Eubacterium] siraeum group,Bifidobacterium,Rufibacter,Pseudohongiella,Fusicatenibacter,Butyricicoccus,Rickettsiella,Parabacteroides,Ramlibacter,Polaromonas,Parvimonas,Companilactobacillus,Dyadobacter,Brevibacterium,Pyramidobacter,Lawsonella,Megasphaera,Acidaminococcus,Fungi,Lactiplantibacillus,Megamonas,Sutterella,Reyranella,Fastidiosipila,Virgibacillus,Ferritrophicum,Sneathia,CL500-29 marine group,Mycoplasma,Methylobacterium-Methylorubrum,Polynucleobacter,Novosphingobium,Malikia,Aggregatibacter,Xanthobacter,Tessaracoccus,Rhodobacter,Pseudarcicella,Burkholderia-Caballeronia-Paraburkholderia,Capnocytophaga,Pseudomonas,Blastococcus,Solirubrobacter,Mycobacterium,Achromobacter,Gordonia,Alloprevotella,Cloacibacterium,Ureibacillus,Hyphomicrobium,Gallicola,Lacticaseibacillus,Sulfuritalea,Cyanobium PCC-6307,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Acinetobacter,Arcanobacterium,Mageeibacillus,Granulicatella,Pediococcus,Cohnella,Paenibacillus,Rhodoferax,Acetobacter,Lachnospiraceae NK4A136 group,Helcococcus,Nocardioides,Chryseobacterium,Arenimonas,Gaiella,Rikenellaceae RC9 gut group,Bradyrhizobium,Bauldia,Collinsella,Lactococcus,Spirochaeta,Ruminococcus,Roseburia,Methylotenera,Peptococcus,Olsenella,Pelomonas,[Agitococcus] lubricus group,1174-901-12,Bergeyella,Enhydrobacter,Slackia,Solobacterium,Pleurocapsa PCC-7319,Deinococcus,Planococcus,Anoxybacillus,Phenylobacterium,Microbacterium,Pseudoalteromonas,Lysinibacillus,JGI 0001001-H03,Aeromonas,Massilia,Alloscardovia,Simplicispira,Fretibacterium,Tannerella,Psychrobacter,Paeniglutamicibacter,Treponema,Bosea,Lachnospira,Intestinibacter,Oligoflexus,Brevundimonas,Sphingomonas,Halalkalibacillus,Comamonas,Tepidimonas,Sphingobacterium,Geobacillus,OLB8,Legionella,Ethanoligenens,Iamia,Tepidiphilus,Rothia,Yersinia,Latilactobacillus,Altererythrobacter,Kingella,Turicibacter,Globicatella,Tolumonas,Howardella,Candidatus Aquiluna,Xanthomonas,Dermabacter,NK4A214 group,Hymenobacter,[Ruminococcus] torques group,Lachnoclostridium,Kocuria,hgcI clade,Streptomyces,Pseudonocardia,Shuttleworthia,Ralstonia,Moraxella,Thermomonas,Buttiauxella,Arthrobacter,Actinoplanes,S5-A14a,Christensenellaceae R-7 group,Sphingobium,Mucilaginibacter,Pseudopropionibacterium,Haliangium,Brachybacterium,Rhodococcus,Thiobacillus,Rivicola,Choanozoa,Rhodoluna,Desulfatirhabdium,Paludibacter,Cellvibrio,Leptothrix,Friedmanniella,Azospirillum,Citrobacter
130,0.996775241276911,6.95991091314031E-05,2.3199703043801E-05,0,0.000603192279139,4.63994060876021E-05,0,0,9.27988121752042E-05,4.63994060876021E-05,0,0,0,0,0,0,4.63994060876021E-05,4.63994060876021E-05,0,0,0,0,0.000115998515219,0,0.000139198218263,0,0,0,6.95991091314031E-05,0,0,0.000510393466964,0,0.000115998515219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27988121752042E-05,0,0,0,0,0,0,0,4.63994060876021E-05,4.63994060876021E-05,4.63994060876021E-05,4.63994060876021E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M256,0.983435287648635,0.000137466492542,0,0,0,0.000206199738814,0,0,0,0,0,0,0,0,0,0,0,6.87332462712214E-05,6.87332462712214E-05,0.011409718881023,0,0,0,0.000274932985085,0.000137466492542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87332462712214E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137466492542,6.87332462712214E-05,6.87332462712214E-05,6.87332462712214E-05,6.87332462712214E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M200,0.446521704244564,0.118911979459199,0,0.026558613495948,0.206290620235898,0.083767953141298,0,0.001043087539116,0,0.033218326245687,0,0,0.002246650084249,0,0,0,0,0.022546738345503,0.003209500120356,0.00216641258124,0,0,0,0,0,0,0,0,0,0.001604750060178,0,0,0,0.001524512557169,0,0.008986600336998,0,0,0.00216641258124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002728075102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001925700072214,0.00072213752708,0.00072213752708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.99684172339472,4.26794135848573E-05,4.26794135848573E-05,4.26794135848573E-05,0.000896267685282,4.26794135848573E-05,0,0,0.000128038240755,0,0,0,0,0,4.26794135848573E-05,0,8.53588271697147E-05,0.000256076481509,4.26794135848573E-05,0,6.4019120377286E-05,0,4.26794135848573E-05,0,0,0,0,0,0,6.4019120377286E-05,0,0.000298755895094,0,0,0,0,0,4.26794135848573E-05,0,0,0,0,0.000149377947547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106698533962,4.26794135848573E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.994960403167747,0.00016256763975,4.64478970714601E-05,0.000139343691214,0.000185791588286,6.96718456071902E-05,0,0,0,0,0,0,0,0,0,0,2.322394853573E-05,0,0,0.003692607817181,0,0,0,0,2.322394853573E-05,0,0,0,0,0,0,0,0,0,2.322394853573E-05,0,0,0,0,0,0,9.28957941429202E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.322394853573E-05,0,2.322394853573E-05,2.322394853573E-05,2.322394853573E-05,2.322394853573E-05,2.322394853573E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.995886745736991,0.000199672537039,0.000279541551855,7.98690148157022E-05,0.000918493670381,0.000199672537039,0,0,0,0,0,0,0,0,0,7.98690148157022E-05,3.99345074078511E-05,0,0.000119803522224,0.000878559162973,0,0,0,3.99345074078511E-05,0,3.99345074078511E-05,0,0,0,0,0,0,3.99345074078511E-05,0,7.98690148157022E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199672537039,0,0,3.99345074078511E-05,0,0,0,7.98690148157022E-05,3.99345074078511E-05,3.99345074078511E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.002937158469945,0,0.006762295081967,0.004735883424408,0.304690346083789,0.00068306010929,0.001024590163934,0.000500910746812,0,0.009744990892532,0,0.000136612021858,0,0,0.000159380692168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002185792349727,0.023497267759563,0.000341530054645,0,0,0.000569216757741,0.000227686703097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02299635701275,0,0,0,0,0,0.073428961748634,0,0,0,0,0,0,0.009289617486339,0,0,0.03226320582878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.998575988215075,0.000294623127916,0.00019641541861,4.91038546525902E-05,0,0,0,0,0,4.91038546525902E-05,4.91038546525902E-05,0,0,0,0,0,9.82077093051805E-05,4.91038546525902E-05,0,4.91038546525902E-05,0,0,0,0,0,0,0,0,0,0,0,4.91038546525902E-05,0.00019641541861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91038546525902E-05,0,0,0,0,0,0,0,4.91038546525902E-05,0,0,4.91038546525902E-05,4.91038546525902E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.980296456977585,0.000542299349241,0.003314051578694,0.002319836105086,0.003253796095445,0.00087370450711,0.000783321282237,0.000482043865992,0,0.000994215473608,0.00027114967462,0.000120510966498,0,0,0,0,0,0.000301277416245,9.03832248734635E-05,0.001687153530971,0,0,0.000120510966498,0,0,0,0,0,0,0,0,0,0,0.000632682574114,0,0,0,0.000331405157869,0,0,0,0,0.000150638708122,0,0,0,0,0,0,0,0,0,0,0.000120510966498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.998795359353571,0.000333592794396,0.000111197598132,5.55987990659402E-05,9.26646651099003E-05,3.70658660439601E-05,0,0,0,1.85329330219801E-05,0,0,0,1.85329330219801E-05,0,0,3.70658660439601E-05,0,0,1.85329330219801E-05,0,0,0,0,0,0,0,0,0,0,1.85329330219801E-05,7.41317320879202E-05,0,1.85329330219801E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85329330219801E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85329330219801E-05,0,0,0,0,0,0,0,1.85329330219801E-05,0,1.85329330219801E-05,0,0,1.85329330219801E-05,1.85329330219801E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.032575157687792,0,0.475165879365426,0.032793599650493,0.074488709281053,0.13868334106982,0,0,0,0.011222455833766,0.067170903530568,0,0,0,0,0.012451191873959,0.046337001337957,0.01152281353248,0,0,0,0.00311279796849,0,0,0,0.007454331977173,0.003303934685853,0,0,0.002484777325724,0,0.021134259891325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017284220298719,0,0,0,0,0,0,0,0,0,0.007454331977173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001474483248232,0.001447178002894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.393115358047433,0.509578632281833,0.002555836979047,0.003522910430578,0.001266405710338,0.013746258346765,0,0,0,0.000552613400875,0,0,0,0,0,0.000990099009901,0.000138153350219,0.022818328344462,0,0.000207230025328,0,0,0,0.023670274004145,0.000184204466958,0,0,0,0,0,0,0,0.000874971218052,0.002509785862307,0,0,0,0,0,0,0.01533502187428,0,0,0,0,0,0,0,0,0,0.001911121344693,0.002993322588073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230255583698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.931918367346939,0.000186588921283,0,0,0.000139941690962,6.99708454810496E-05,0,0,0,0.037760932944606,0,0,0,4.66472303206997E-05,0,0,0.000489795918367,0,0,0.02068804664723,0,0,0,0,0,0.000233236151603,4.66472303206997E-05,0,0,0,0,0,0,0,0.000233236151603,0,4.66472303206997E-05,0.000163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99708454810496E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66472303206997E-05,0,6.99708454810496E-05,0,6.99708454810496E-05,6.99708454810496E-05,4.66472303206997E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.968427386154918,0.000696687567294,0.002770916460827,0.000443346633732,0.005003483437836,7.91690417379188E-05,0.000142504275128,0.000538349483818,0,0.000300842358604,0,0,0,0,0,0,0.000142504275128,6.3335233390335E-05,0,6.3335233390335E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003768446386725,0.000364177591994,0,0,0,0.000158338083476,0,0.001045031350941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110836658433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052251567547,0,0.000744188992336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.90388203430635,0.005115859163407,0.002437556424917,0.002798675895275,0.00129401143545,0.007312669274752,0,0,0,0.001053265121878,0,0.000210653024376,0,0,0,0,0.001956063797773,0.000210653024376,0,0.044538068010834,0,0,0,0,0,0.000391212759555,0.000451399337948,0,0,0.000421306048751,0,0,0,0,0,0,0,0,0,0,0.000391212759555,0,0,0,0,0,0,0,0,0.017002708396028,0,0,0,0.000270839602769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150466445983,0,0,0,0,0,0,0.000210653024376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.967970076742836,0,0.001461768309723,0,4.29931855800856E-05,0.002386121799695,0,0,0,0,0.00012897955674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001225305789032,0.001096326232292,0,0,0,0,0,0,0,0,0,0.002622584320385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000580408005331,0,0,0,0,0,0,0,0,0.010791289580601,0.004449794707539,0.001784217201574,0.000515918226961,0.000365442077431,0.00017197274232,0.00017197274232,6.44897783701283E-05,2.14965927900428E-05,2.14965927900428E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.996386835693934,0.000350993104018,2.06466531775199E-05,4.12933063550399E-05,0.00041293306355,2.06466531775199E-05,0,0,0,0,0,0,0,0,0,0,0.000103233265888,6.19399595325598E-05,0,0.002126605277285,0,0,0,0,2.06466531775199E-05,2.06466531775199E-05,0,0,0,0,0,8.25866127100797E-05,0,4.12933063550399E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06466531775199E-05,0,0,0,0,0,0,0,0,0,2.06466531775199E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06466531775199E-05,2.06466531775199E-05,2.06466531775199E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.997554137087634,0,0,5.96551929845493E-05,0.000775517508799,0,0,0,5.96551929845493E-05,5.96551929845493E-05,0,0,0,0,0,0,0.000119310385969,0,0.000119310385969,0.000477241543876,0,0,0,5.96551929845493E-05,0,0,0,0,0,0,0,0,0,5.96551929845493E-05,0,0.000238620771938,0,0,5.96551929845493E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96551929845493E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96551929845493E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M260,0.949812049172,0.004266991770802,0.000101595042162,0.000152392563243,0.000101595042162,0,0,0,0,0,0,0,0,0,0,0,0,0.000406380168648,0,0,0,0,0,0.00050797521081,0.000253987605405,0,0,0,0,0.000101595042162,0,0.042314335060449,0,0,0,5.07975210809713E-05,0,0,0,0,0,0,0,5.07975210809713E-05,0,0,0,0,0,0.000253987605405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152392563243,0,0,0,0,0,0,0,0,0,0,0.000203190084324,0,0,0,0,0,0,0,0,0,0,0,0.000101595042162,0.000101595042162,5.07975210809713E-05,5.07975210809713E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.048030926197243,0,0.000759033379817,0.010944202220614,0.131153907256712,0,0,0.000794337257948,0,0.019664260118974,0,0,0,0,0,0,0,0,0.26181356021959,0,0,0,0,0,0.000194171329721,0,0,0,0,0,0,0,0.000247127146917,0.070925491165205,0.0005119062329,0,0,0,0.000264779085983,0,0.004589504157032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045436091154613,0,0,0,0,0,0.198107712132178,0,0,0,0,0,0,0.069919330638471,0,0,0.002259448200385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007731549310692,0.00035303878131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
